,new_review
4947,맛2 / 양2 / 배달2 / 맛나게 잘먹었습니다. 아이들이 엄청 좋아하네요. 어른들은 기본베이스의달달한맛이 호불호로갈릴것같아요. 양도푸짐하고 배달도생각보다빨리왔네요^^ 사업번창하세요.담에또재주문할께요
4948,맛2 / 양2 / 배달2 / 역시 원할머니네요. 너무 맛있어요
4949,맛0 / 양0 / 배달1 / 보쌈에서 너무냄새가심하네요ㅠㅠ맛없어요
4951,맛2 / 양2 / 배달1 / 맛있게 잘먹었습니다.
4952,맛0 / 양0 / 배달0 / 1시간 30분 기다림끝에 먹은 보삼...  비빔막국수는 떡이 되고 맛도 없음..먹으면서  화가 남...전체적인 맛이 달다함~김치도 그렇고  .. 개인적으로 기대이하였음
4953,맛2 / 양2 / 배달2 / 잘먹었습니다.맛나요~^^
4954,맛2 / 양2 / 배달2 / 양도많고 맛도좋고 정말 맛있게 잘먹었습니다^^
4955,맛2 / 양2 / 배달2 / 너무 깔끔하고 양이 많아서 셋이서 배부르게 잘 먹었어요  가족들이 다른데선 먹지 말자고 할 정도로 만족스럽게 먹었습니다 배달도 예정시간보다 20분이나 빨리왔어요
4956,맛2 / 양2 / 배달2 / 배송 빠르고 맛있어요!!
4957,맛2 / 양2 / 배달2 / 아~~ 배불리 너무 잘먹었습니다ㅋㅋㅋ마시써요 냄새도 안나고!!서비스도 너무 감사합니다
4958,맛2 / 양1 / 배달2 / 너무 맛있고 배달도 많이 빨라서 많이 당황 했네요 ~~ㅎㅎ  다음에 또 시켜 먹어야겠어요 ^^~
4959,맛2 / 양2 / 배달2 / 깔끔하고 맛있습니다
4960,맛1 / 양1 / 배달1 / 맛있어요~ 추천합니다
4961,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요!!👍👍👍
4962,맛2 / 양2 / 배달2 / 맛있습니다 다음에또먹을게요
4963,맛2 / 양2 / 배달2 / 맛있었어요~~보들보들하니~~ 믿고먹는 원쌈~
4964,맛2 / 양2 / 배달2 / 역시 항상 맛있습니다~^^
4965,맛2 / 양2 / 배달2 / 저번엔 배달 늦고 노크도 없었는데이번엔 배달도 예정시간 보다 빨랐고노크도 해서 바로 확인하여 맛잇게 먹었습니다
4966,맛2 / 양2 / 배달2 / 양도 많고 너무 맛있어요~리뷰 작성 약속하니 고기도 한접시 더 보내주시고푸짐하게 잘먹었네요^^전화로 문의했었는데친절하게 알려주셔서 기분도 좋았어요감사합니다^^
4967,맛2 / 양2 / 배달2 / 보쌈 정말 맛있어요~~^^
4968,맛2 / 양2 / 배달2 / ^^딸램이가 먹고싶다는 바람에 ~ 마감시간 다되서 주문했어요~죄송합니다 ㅠ ㅠ보쌈 너무너무 맛있게 잘 먹었습니다~고기도 부들부들 진짜맛있었어요~감사합니다 ^^
4969,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다 양도많고 맛도좋고 다음에 또 시킬게요
4970,맛2 / 양2 / 배달2 / 정말 너무 맛있어요 떡이랑 잘어울릴까? 반신반의하면서 주문시켜봤는데 떡이랑 고기랑 너무 잘어울려요 특히 인절미가루가 최고에요마늘소스도 기가막히고 역시나 보쌈집은 김치가 맛있다는데 아삭아삭 무김치가 너무 맛있어요~!! 다음엔 모둠보쌈으로 주문해서 배추김치도 함께 먹어보고 싶더라구요소짜리 이상 주문하면 주는 막국수도 아주 달콤하니 좋았어요 ♡♡#식후감
4971,맛2 / 양2 / 배달2 / 맛있어요ㅋㅋ    역시 원할머니보쌈이네용
4972,맛2 / 양2 / 배달2 / 족발은 정말 맛있어요 배달도 예상시간보다 빨리왔어요 근데 리뷰이벤트 요청했는데 안왔어요 ㅠㅠ
4973,맛2 / 양2 / 배달2 / 실수로 매운걸 시켰어요 그래도 맛있어요
4974,맛2 / 양2 / 배달2 / 고기 잡내없이 깔끔하고 맛있습니다. 리뷰이벤트로오는 서비스고기도 메인고기랑 같습니다. 원할머니보쌈 매번 믿고 주문해요 맛있어요!!!!
4975,맛2 / 양2 / 배달2 / 배달도 빠르고 너무 맛있어요~~
4976,맛2 / 양2 / 배달2 / 항상 맛있게 먹고있어여 근데 배달이 너~무 늦게 왔어요...예상도착시간에서 20분 늦어져서 80분 넘게 기다렸어여
4977,맛2 / 양2 / 배달2 / 오랜만에 생각나서 시켰는데 역시나 맛있네요 믿고 먹는 원할머니입니다 ^^
4978,맛2 / 양2 / 배달0 / 배달이 한시간이나 넘게..말곤 맛도좋고 양도많고 좋았어요기다리다 잠들뻔 했지만여
4979,맛2 / 양2 / 배달2 / 요구사항도 잘 들어주시고 맛있게 잘 먹었습니다
4980,맛2 / 양2 / 배달2 / 떡이안와서 다시보내주셨어요 원할머니  맛은 보쌈강추요
4981,맛2 / 양2 / 배달2 / 맛있어서 재주문합니당~^^♡오늘도 맛있게 잘먹을께요~감사합니다 ♡
4982,맛2 / 양2 / 배달2 / 늘 시켜먹는 마늘떡보쌈. 깔끔하고 딱 좋음.떡은 흰색이 가장 맛있음.또 시켜먹겟음.
4983,"맛2 / 양2 / 배달1 / 모둠으로만 시키다가 배추만 있는 맛보쌈으로 시켰습니다.먹음직스런 김치(달고 살짝 매콤)에 고기, 마늘, 쌈장을 얹어서 먹으니 아주 맛있어요이것저것 오지않고 김치, 치커리랑 쌈장 있는 통, 국수  요렇게 단촐하니 좋으네요45분 도착예정이었으나 1시간째 소식없음...에 좌절 ...요기오 문의하려고 보니 문자로 문앞 배송완료 보내주심(벨 눌러달라했는데 안누르시고 문자보내주시다니 ㅜㅜ)덕분에 보쌈은 바깥에서 15분동안 더위먹고 있었고, 배달완료전에는 폰을 손에서 놓으면 안되나봐요"
4984,맛2 / 양2 / 배달2 / 배달도 빠르고 너무 맛있었습니당
4985,맛2 / 양2 / 배달2 / 혹시나 양이 적지는 않을까 했는데 부족하지않게 잘먹었습니다. 의성 마늘 소스가 신의 한수였던 같습니다. 잘먹었습니다.
4986,맛2 / 양2 / 배달2 / 오랜만에 시켜먹었는데 맛있었음
4987,맛1 / 양1 / 배달2 / 떡쌈 좋아서 맨날 추가함 보쌈만먹을래여
4988,맛2 / 양2 / 배달2 / 늘  맛있게  먹는~~오늘도 맛있게  잘 먹었답니다^
4989,맛2 / 양2 / 배달2 / 깔끔하고 맛있게 잘먹었어요^^남긴것 없이 다 먹었네요~~
4990,맛2 / 양2 / 배달2 / 항상 믿고 주문해요^^~
4991,맛2 / 양2 / 배달2 / 이번에도 너무 잘 먹었습니다^^
4992,"맛2 / 양2 / 배달2 / 빠르고 따뜻하게 가져다주셨습니다. 고기가 냄새도 안나고 부드럽고 입에서 살살 녹습니다. 서비스 국수는 제겐 살짝 달아요. 샐러드가 신선하고 소스없이도 맛있었어요. 고기의 기름진 맛을 잡아주네요. 서비스로 오색떡 부탁드렸는데, 너무 큰 용기에 넣어주셔서 용기가 좀 아깝다는 생각이 들었어요. 무말랭이도 엄청 듬뿍 주셨어요. 잘먹었습니다~"
4993,맛2 / 양2 / 배달2 / 포장도 깔끔하고 양도 많아요 맛있어요
4994,맛2 / 양2 / 배달2 / 고기가 부드럽고 쫄깃쫄깃하고 서비스도 많이 주셔서 든든히 먹고도 남았네요^^ 쌈종류두 많아서 다양한 맛을느낄수 있었고 특히 떡쌈은 대박인듯요~보쌈은 역쉬 원할머니죠!! 저의 원픽입니당^^
4995,맛2 / 양2 / 배달2 / 매일먹어도 너무맛잇어요
4996,맛2 / 양2 / 배달2 / 너무 맛있어서 정신없이 먹었습니다. 잘 먹었습니다!!!!^^
4997,맛2 / 양2 / 배달2 / 너무너무 맛있어요:) 바로 올린다는게 이제야 올려요!특히 양념 무채가 최고!
4998,맛2 / 양2 / 배달2 / 매번 시켜먹는곳이에요 양도 많고 맛도좋고 좋아요
5000,맛2 / 양1 / 배달2 / 맛있게먹었어요고기추가했는데 김치추가로 온듯해요너무배고파서 그냥 먹었어요
5001,맛1 / 양1 / 배달1 / 리뷰약속했는데 사이다도 안가져다주심
5002,맛2 / 양2 / 배달2 / 잘먹겠습니다ㅎㅎㅎ~
5003,맛2 / 양2 / 배달2 / 고기가  쫄깃하고 부드러워요.맛있게 잘 먹었습니다.
5004,맛2 / 양2 / 배달2 / 아 허겁지겁 먹다가 급사진찍어용~그만큼 넘 맛나요~
5005,맛2 / 양2 / 배달1 / 감사해요.맛있게 먹었어요
5006,맛1 / 양1 / 배달2 / 족발은 처음 시켜 봤는데고기가 약간 질겨요 그래도 간이적당히 잘 맞아서 괜찮았어요
5007,맛1 / 양0 / 배달2 / 진짜양..작네요ㅋㅋㅋ...4마넌돈주고 먹기아깝..ㅠㅠ배달은 빨라서 좋았습니다.
5008,맛2 / 양2 / 배달2 / 오랜만에 먹어도 역시 맛있는 원할머니 보쌈 리뷰 이벤트로 주신 보쌈 고기도 맛있어요~
5009,맛2 / 양2 / 배달2 / 마늘보쌈  먹어보고 싶었는데 아주 맛있게 먹었어요. 전체적으로 다 맛있어요. 다만 구성에 김치가 없는걸 몰라서 시켰는데 그점이 아쉽네요
5010,"맛2 / 양2 / 배달2 / 맛있게 많이 먹었습니다.여름철 음식관리 잘 하시어 탈 나는일 없도록 해주시고, 코로나로 어려운 시국 잘 이겨내시어 번창 하시길 기원합니다."
5011,맛2 / 양2 / 배달2 / 아주맛있었습니다 ㅎㅎ
5012,맛2 / 양2 / 배달2 / 자주 시켜먹는 편은 아니지만 먹을 때마다 포장이 깔끔하고 신경을 많이 쓰시는 것이 느껴져요. 맛은 당연히 좋습니다. 아이가 떡보쌈을 잘먹어요. 전에 착각해서 다른 지점에서 먹었다가 맛과 양이 많이 달라서 지금은 주안점 꼭 확인하고 주문합니다. 오늘도 잘 먹었습니다.
5013,맛2 / 양2 / 배달2 / 굿 맛나요 꼭 드세요
5014,맛2 / 양2 / 배달2 / 오랜만에 주문했는데 양도 푸짐하니 맛있게 잘먹었습니다!!ㅎㅎ
5015,맛2 / 양2 / 배달0 / 맛이야 보증된거고 깔끔하니 잘 먹었습니다.배달이 매우 늦은건 배달기사분 스케줄인건 알겠지만 기다릴 사람들 생각을 좀 해주셨음 합니다.
5016,맛2 / 양2 / 배달2 / 깔끙하니 맛있어요 배달은.
5017,맛2 / 양2 / 배달2 / 정신줄놓고 먹었더니 리뷰쓰는것도 까묵고..암튼..좀까다롭게 요청했는데도 잘해주셔서 넘감사히 잘먹었습니다^^자주는 아니더래도 보쌈은 꼭 여기서 주문해서 먹을께요~진짜 맛이고 양이고 부족한게 하나도 없네요~많이 파세요~
5018,맛0 / 양0 / 배달0 / 1시간30분정도지나서 배달받았음식어서그런지la갈비는 느끼하고 보쌈도 촉촉하지않고 마른느낌.....음..가격대비 퀄리티 떨어지고 반찬도 고기외에는 별거없고도시락은 편의점도시락이 나을정도네요
5020,맛1 / 양1 / 배달2 / 깔끔한 포장상태  빠른배송~맛있네요^^
5021,맛2 / 양2 / 배달2 / 보쌈은 원할머니인듯.. 진짜 너무 맛있어요할인할때 먹어서 가격 부담도 덜했고 만족족
5022,맛2 / 양1 / 배달2 / 역시 원할머니 한번도 실망한적 없는 군더더기 없는 맛과 패키징입니다! 느끼하지않고 담백한 보쌈이라 너무 좋아요 ㅎㅎ 마늘 떡보쌈은 언제나 진리입니다…!
5023,"맛2 / 양2 / 배달2 / 역시 빠른배달...정성스런 포장 김치가 너무 맛있었습니다,  식구들이 모처럼 푸짐하게 잘먹었습니다.역시 원할머니보쌈을 선택하길 잘한것 같습니다."
5024,맛2 / 양1 / 배달2 / 어른넷이 먹는데 양이 적어요리뷰이벤트로  주신 육개장은 맛있어요
5025,맛2 / 양2 / 배달2 / 보쌈은 자주 시켜 먹어봤는데.. 첨반반 시켜 봄..족발이 너무 맛있어서 감동~^^ 오래된 전통 맛집이라서  인지 음식 항상 정갈하고 맛도변함 없이 맛있네요 ♥
5026,맛2 / 양2 / 배달2 / 늘~시켜먹는데 맛있어요배달두빠르구요
5027,맛1 / 양1 / 배달2 / 배달이 엄청 빨랐어요 그리고 포장이 되게 깔끔하네요
5028,맛2 / 양2 / 배달2 / 믿고 먹는 원할머니 보쌈입니다.적당히 음식도 따뜻했고 배송도 빨랐어요.리뷰써비스도 감사합니다.다만 쌈이 좀 부족하고 족발비계부분이 너무  말랑말랑해서 비계를 못먹는 우리는 먹기 거북했어요.
5029,맛2 / 양2 / 배달2 / 애들과 셋이서 맛있게 먹었습니다 양도 적당했구요
5030,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다 좋아요
5031,맛2 / 양2 / 배달2 / 원할머니보쌈은 역시 주안점입니다 서비스 배달 맛 모두 만족합니다
5032,맛1 / 양0 / 배달0 / 맛있게 잘 먹었습니다
5033,"맛2 / 양1 / 배달1 / 맛있는데, 양이 적어요"
5034,맛2 / 양2 / 배달2 / 말이 필요 할까요 원할머니인대 너무 맛있고 항상 잘 먹어요 굿입니다!
5037,맛2 / 양1 / 배달1 / 배달은 빠르지않아요
5038,맛2 / 양2 / 배달2 / 냄새도 안나고 너무 맛있네요~~^^역쉬 족발과보쌈은 원할머니인듯~
5039,"맛2 / 양2 / 배달2 / 보쌈은 원할머니!! 깔끔하니, 양도 맛도 배달도 모두모두 만족합니다"
5040,맛2 / 양2 / 배달2 / 양도푸짐하고 맛있고요배달도빨라서좋았어요써비스음료수감사합니다
5041,맛2 / 양2 / 배달1 / 맛도양도 아주좋아요
5042,맛2 / 양2 / 배달2 / 역시나 너무 맛있고 빠른배달 감사합니다ㅎㅎ
5043,맛2 / 양2 / 배달2 / 둘이서 배터지게먹었어요ㅎㅎ서비스주신 고기도 잘먹었습니다^^
5044,맛2 / 양2 / 배달2 / 푸짐하게 맛있게 잘 먹었네요~^^배달도 빠르고 항상만족입니다!
5045,맛2 / 양2 / 배달2 / 자는 맛보쌈 시켰구 리뷰이벤트로 고기 받았어요혼자 먹으려고 시켰고 특히나 원할머니는 김치가 맛나서 시켜먹거든요~떡쌈도 추가해서 먹었는데역시나 떡쌈은 매번시켜도 맛있는거 같아요 쫄깃쫄깃한게 너무 맛나네요~
5046,맛2 / 양2 / 배달2 / 푸짐하고 맛있어요 배달도 빠르고 서비스도 좋습니다~~~~ 떡이랑 다 맛있네요 ㅎㅎㅎㅎㅎ 굿굿~~~~~
5047,맛2 / 양2 / 배달2 / 항상 맛잇어요여기가 제일 고기가좋아요
5048,맛2 / 양2 / 배달2 / 넘 맛있어요~~^^배달도 빨리오고 굿입니당
5049,맛2 / 양2 / 배달2 / 너무 맛있었고 배달도 빨랐습니다
5050,맛2 / 양2 / 배달2 / 맛있게 먹었습니다 배달도 빠르고 양도 푸짐..
5051,맛2 / 양2 / 배달2 / 역시 믿고 먹는 원할머니보쌈 주안점 잡내 하나도 없고 고기는 부드럽네요오늘도 잘먹었습니다.코로나로 힘드신 자영업자분들 응원합니다!!
5052,맛2 / 양2 / 배달2 / 돼지 비린내도 하나도 안 나구 포장도 깔끔해서 기분좋게 맛있게 잘 먹었습니다! 다음에 또 주문해 먹을게요!
5053,맛2 / 양2 / 배달1 / 역시 믿고먹는 원할머니보쌈입니다~~양도 어마어마하네요ㅎㅎㅎ
5054,맛2 / 양2 / 배달2 / 맛있게 잘  먹었어요. 감사합니다
5055,맛2 / 양2 / 배달2 / 양이 이렇게 많을줄 모르고 리뷰이벤트로 고기선택했는데 괜히 그랬나봐요 ㅎㅎㅎㅎ맛은 늘 먹던 맛이라 뭐라 말할필요없어요 ㅎ
5056,맛2 / 양2 / 배달2 / 맛나고  양도 푸짐 하네요
5057,맛2 / 양2 / 배달2 / 언제나 맛있게 먹고있습니다
5058,맛2 / 양2 / 배달2 / 거의 다 먹고 리뷰 남김니다~ 너무 맛있어서 오자마자 떡과 쌈무에 달콤쌉쌀한 마늘소스에 무김치와 한입에 싸악 환상적인 콤비네요~^^ 보쌈은 원할머니에서만 먹는답니다~역시 최고라고 할수있어요👍
5059,맛2 / 양2 / 배달2 / 맛있고 푸짐한 원할머니보쌈!깔끔한 포장 정결한 맛 잘 먹엇습니당!!!
5060,맛2 / 양2 / 배달2 / 포장 깔끔하고 음식도 깔끔하고 만족합니다재주문 의사있어요~~
5061,"맛2 / 양2 / 배달2 / 간만에 보쌈생각나서 시켰어요보쌈 하면 원할머니, 원할머니 하면 주안점이죠!예전에 원할머니 다른지점에서 모르고 시켰었다가 냄새나서 거의 못먹었는데 주안점은 잡내 1도안나고 너무 맛있어서 무조건 주안점에서만 시킵니당 또올께용"
5062,맛2 / 양2 / 배달2 / 양도 많고 다른 반찬들까지 다 맛있어서 보쌈은 항상 여기서 먹어요! 배달도 빠르고 서비스도 감사합니다🙏
5063,맛2 / 양2 / 배달2 / 부모님이 좋아하셔서 진짜 자주 시켜먹어요~항상 깔끔하고 맛있어요배달도 빨라요!!리뷰이벤트는 처음해봤는데 덕분에 고기 1인분추가돼서 배터지게 먹었어요~
5064,맛2 / 양2 / 배달2 / 깔끔한 포장과 맛 좋아요^^
5067,맛2 / 양2 / 배달2 / 맛.양 최고~~~아빠와 아이  고기 하나씩..서로 먹겠다고 싸울일이 없으니 너무 좋네요~다음에  또 주문할게용
5068,맛2 / 양2 / 배달2 / 배닿엄청빠르고 엄청 깨끗해요^^와!!!!!진짜 맛있어요😁😚👍또시키먹을께요~감사합니다♡
5069,맛2 / 양2 / 배달2 / 보쌈은 원할머니가 진리죠막국수가 좀 떡짐
5070,맛2 / 양2 / 배달2 / 진짜 맛었어요👌👌👌
5071,맛2 / 양2 / 배달2 / 아이들이 잘먹는 맛있는보쌈배추양이 조금만 더 늘면 좋겠어요
5072,맛0 / 양1 / 배달1 / 보쌈은 좋앗는데 ㅜ  콩나물 먹을때 까지 몰랏는데 국물 마실려니 벌레..가 ㅜ 그래도 보쌈은 맛있네요
5073,맛2 / 양2 / 배달2 / 잘먹었습니다 좋아요
5074,맛2 / 양2 / 배달2 / 항상 만족합니다 잘 먹었습니다 ^^
5075,맛2 / 양2 / 배달2 / 보쌈은 주안점이죠 서비스로 준 보쌈 양도 많네요
5076,맛1 / 양0 / 배달1 / 잘 받앗습니다비오는날 고생 하셧습니다잘 먹엇습니다
5077,맛2 / 양2 / 배달2 / 부모님과 함께 즐기는원할머니족발~~또 주문하께요^^
5078,맛0 / 양0 / 배달2 / 저뱐주는 아주 맛있게 먹었는데 오늘은 냄새두 나구 퍽퍽하구 쫄깃함이 없어서 실망스럽네요
5079,맛2 / 양2 / 배달2 / 자주 시켜먹는 집이예요^^늘 만족
5080,맛2 / 양2 / 배달2 / 맛있어요 양도푸짐하고  다만 아쉬운점이 있다면 치거리셋트를 하나만 부탁드린다고 요청드렸는데 .... 5개나주는 ㅠㅠ그것두감사히 먹겠습니다ㅋㅋ
5081,맛2 / 양1 / 배달2 / 의성 마늘소스와 떡을 같이 먹으니까 훨씬 맛있는것 같아요^^ 언제나 맛있고 구성도 좋아요! 하지만 양은 성인 3명이 먹기엔 부족해여~ 좀 더 푸짐했으면 좋겠어요
5082,맛2 / 양2 / 배달1 / 맛잇어요 배달은 늦어요노크 해달라 했는데 그냥 놓고 가서 몰랐어요
